id,cod_entrevist,fecha,id_casa,edad,sexo,niv_eco,estudios,chiri_mod,chiri_cabz,chiri_cuerp,chiri_lug_mod,chiri_sign_mod,chiri_enfer,chiri_encontro,chiri_last_year,chiri_ahora_report_mod,agente,inspecc_ult_year,inspec_gratis,fumiga_permi,bodega,app_use_mod,imag_volant,hora_fin,datos_perdidos,tiempo_encuesta,obs
170,lina_mollesaca,2023-04-10,1.25.26.1745,79,2,5,2,3,1,3,2,1,1,0,0,1,0,0,1,1,0,1,0,2023-04-26 10:59:00,0,  3 mins,
171,lina_mollesaca,2023-04-10,1.25.26.1399,32,2,2,3,3,2,3,2,1,1,0,0,1,0,0,1,1,1,3,0,2023-04-26 11:55:00,0,  4 mins,
172,lina_mollesaca,2023-04-10,1.25.26.1331,73,1,1,3,2,2,3,2,1,1,0,0,1,0,0,1,99,1,1,0,2023-04-26 13:20:00,0,  3 mins,
173,roger_quispe,2023-04-10,1.7.30.54,58,1,99,99,1,4,3,1,1,0,0,0,1,0,0,1,1,1,2,0,2023-04-26 08:35:00,0, 13 mins,
174,roger_quispe,2023-04-10,1.7.30.7,34,2,2,4,1,1,3,2,1,1,0,0,1,0,0,1,1,1,2,0,2023-04-26 08:52:00,0,  9 mins,
175,roger_quispe,2023-04-10,1.7.31.149,77,1,1,2,2,2,2,3,1,1,0,0,1,0,0,1,1,1,1,0,2023-04-26 09:17:00,0,  9 mins,
176,roger_quispe,2023-04-10,1.7.31.315,31,1,2,5,1,3,3,1,1,0,0,0,1,0,0,1,1,1,4,0,2023-04-26 10:57:00,0, 10 mins,
177,roger_quispe,2023-04-10,1.7.31.196,66,1,2,2,1,3,1,2,1,1,0,0,1,0,0,1,1,1,1,0,2023-04-26 12:40:00,0,  5 mins,
178,roger_quispe,2023-04-10,1.7.33.69,51,2,99,99,3,4,3,1,1,1,1,0,1,1,0,1,1,1,2,0,2023-04-26 13:30:00,0, 10 mins,
179,jacqueline_cardenas,2023-04-10,1.7.30.75,25,1,4,5,3,2,2,2,2,1,0,0,1,1,1,1,1,1,3,0,2023-04-26 08:01:00,0,  7 mins,
180,jacqueline_cardenas,2023-04-10,1.7.30.11,38,1,2,99,1,1,3,2,1,1,0,0,1,0,0,0,1,1,3,1,2023-04-26 08:57:00,0,  4 mins,
181,jacqueline_cardenas,2023-04-10,1.7.30.18,55,1,1,3,2,1,3,2,1,1,0,0,1,1,1,1,1,1,1,1,2023-04-26 09:21:00,0,  8 mins,
182,jacqueline_cardenas,2023-04-10,1.7.31.338,50,2,2,3,1,2,3,2,1,1,0,0,1,0,0,1,1,1,1,0,2023-04-26 10:00:00,0,  5 mins,
183,jacqueline_cardenas,2023-04-10,1.7.31.170,68,1,1,3,1,1,3,1,1,99,0,0,1,0,0,1,1,1,1,1,2023-04-26 12:47:00,0,  4 mins,
184,jacqueline_cardenas,2023-04-10,1.7.34.30,76,2,5,2,1,99,99,1,1,99,0,0,1,0,0,1,1,1,1,0,2023-04-26 13:59:00,0,  5 mins,
185,zenaida_carhua,2023-04-10,1.25.23.55,63,1,2,2,1,99,99,1,1,99,0,0,1,0,0,1,1,1,3,1,2023-04-26 07:57:00,0, 21 mins,
186,zenaida_carhua,2023-04-10,1.25.32.94,32,1,3,3,1,99,99,1,1,1,0,0,1,0,0,0,1,1,2,0,2023-04-26 08:43:00,0, 10 mins,
187,zenaida_carhua,2023-04-10,1.25.31.155,65,2,6,3,1,1,1,1,1,99,0,0,1,0,0,1,1,1,1,0,2023-04-26 11:36:00,0, 13 mins,
188,zenaida_carhua,2023-04-10,1.25.31.176,43,2,2,4,3,1,3,1,1,1,0,0,1,0,0,0,0,0,2,0,2023-04-26 12:14:00,0, 18 mins,
189,claudia_gonzales,2023-04-10,1.11.3.228,38,2,2,3,2,3,3,2,1,1,99,0,1,0,0,1,1,1,3,1,2023-04-26 08:18:00,0, 51 mins,
190,claudia_gonzales,2023-04-10,1.11.3.41,52,2,2,3,2,99,2,4,1,1,0,0,1,99,1,1,1,1,2,1,2023-04-26 09:32:00,0, 39 mins,
191,claudia_gonzales,2023-04-10,1.11.3.1082,69,2,3,5,1,1,3,1,1,1,0,0,1,0,1,0,1,1,1,0,2023-04-26 10:24:00,0, 33 mins,
192,claudia_gonzales,2023-04-10,1.11.3.1063,24,2,2,5,2,1,3,1,1,1,0,0,1,0,0,1,1,1,2,1,2023-04-26 11:47:00,0, 48 mins,
193,claudia_gonzales,2023-04-10,1.11.3.857,53,2,2,4,2,2,3,1,1,1,0,0,1,0,0,1,1,1,2,0,2023-04-26 12:42:00,0, 28 mins,
194,claudia_gonzales,2023-04-10,1.11.3.300,50,2,2,4,2,3,2,1,1,1,0,0,1,0,0,1,1,1,2,0,2023-04-26 13:53:00,0, 47 mins,
195,rafhaela_manzaneda,2023-04-10,1.11.3.230,52,2,2,4,1,1,1,2,1,99,0,0,1,0,1,1,1,1,2,0,2023-04-26 08:21:00,0, 40 mins,
196,rafhaela_manzaneda,2023-04-10,1.11.3.1135,54,1,2,3,1,3,2,1,1,1,0,0,1,0,0,0,1,1,1,0,2023-04-26 09:27:00,0, 44 mins,
197,rafhaela_manzaneda,2023-04-10,1.11.3.984,24,2,2,4,3,2,3,2,1,0,0,0,1,0,99,1,1,1,4,0,2023-04-26 10:42:00,0, 36 mins,
198,rafhaela_manzaneda,2023-04-10,1.11.3.1066,27,2,2,4,2,2,2,2,2,1,0,0,1,0,1,1,1,1,2,0,2023-04-26 11:51:00,0, 50 mins,
199,rafhaela_manzaneda,2023-04-10,1.11.3.808,58,2,2,4,1,4,4,1,1,99,0,0,1,0,0,1,1,1,1,0,2023-04-26 13:00:00,0, 55 mins,
200,rafhaela_manzaneda,2023-04-10,1.11.3.277,,1,2,4,1,2,3,2,1,99,99,0,1,0,99,1,1,0,2,0,2023-04-26 13:50:00,1, 36 mins,No quiso decir su edad.
201,roger_quispe,2023-04-11,1.7.31.82,53,1,1,3,2,2,3,2,1,1,0,0,1,0,0,1,1,1,2,0,2023-04-26 08:44:00,0,  9 mins,
202,roger_quispe,2023-04-11,1.7.31.58,70,1,1,2,1,4,3,1,1,1,0,0,1,0,0,1,1,1,1,0,2023-04-26 08:59:00,0, 15 mins,
203,roger_quispe,2023-04-11,1.7.31.5,23,1,4,5,1,2,3,4,2,1,1,0,2,0,0,1,1,1,4,0,2023-04-26 11:52:00,0, 11 mins,
204,roger_quispe,2023-04-11,1.7.31.23,76,2,5,2,3,1,3,2,1,1,0,0,1,0,0,1,1,1,2,0,2023-04-26 12:06:00,0, 11 mins,
205,jacqueline_cardenas,2023-04-11,1.7.33.19H,42,2,2,4,4,2,3,2,2,1,0,0,1,0,0,1,1,1,2,0,2023-04-26 09:21:00,0,  4 mins,
206,jacqueline_cardenas,2023-04-11,1.7.32.1,62,1,1,3,2,3,4,2,1,1,0,0,1,0,1,1,1,1,1,0,2023-04-26 09:56:00,0,  6 mins,
207,jacqueline_cardenas,2023-04-11,1.7.33.34,44,1,2,3,2,3,2,2,1,1,0,0,1,0,0,1,0,1,2,0,2023-04-26 11:35:00,0,  5 mins,
208,marjorie_llerena,2023-04-11,1.25.6.47,46,1,1,3,1,2,3,2,1,1,0,0,1,0,0,1,1,1,2,1,2023-04-26 08:07:00,0, 10 mins,
209,marjorie_llerena,2023-04-11,1.25.3.94,20,1,4,4,2,2,3,2,1,1,0,0,1,0,0,1,1,1,4,1,2023-04-26 08:30:00,0, 20 mins,
210,marjorie_llerena,2023-04-11,1.25.4.212,50,2,3,3,3,2,3,2,1,99,0,0,1,0,0,0,1,1,2,0,2023-04-26 09:18:00,0, 47 mins,
211,marjorie_llerena,2023-04-11,1.25.5.118,65,1,2,3,2,2,2,2,1,1,0,0,1,0,0,1,1,1,2,0,2023-04-26 09:45:00,0, 27 mins,
212,marjorie_llerena,2023-04-11,1.25.5.125,55,2,2,3,2,3,1,3,1,1,0,0,1,0,0,0,0,1,2,0,2023-04-26 10:15:00,0, 29 mins,
213,marjorie_llerena,2023-04-11,1.25.4.66,26,2,4,4,2,2,2,1,1,0,0,0,1,0,0,0,0,1,4,0,2023-04-26 10:47:00,0, 31 mins,
214,marjorie_llerena,2023-04-11,1.25.3.541,48,1,2,4,1,2,3,2,1,1,0,0,1,0,0,1,1,1,4,0,2023-04-26 11:27:00,0, 37 mins,
215,marjorie_llerena,2023-04-11,1.25.5.132,65,1,2,3,2,2,3,1,1,1,0,0,1,0,0,0,0,0,3,0,2023-04-26 12:18:00,0, 50 mins,
216,arlet_reyes,2023-04-11,1.25.3.656,67,2,5,3,2,1,3,3,1,1,0,0,1,0,0,1,1,1,2,1,2023-04-26 07:58:00,0,  4 mins,
217,arlet_reyes,2023-04-11,1.25.3.925,18,2,4,5,2,2,3,2,2,1,99,0,1,0,0,1,1,1,4,0,2023-04-26 08:21:00,0,  9 mins,
218,arlet_reyes,2023-04-11,1.25.3.883,47,1,3,3,4,2,3,3,1,1,0,0,1,99,0,0,1,1,2,0,2023-04-26 08:42:00,0,  6 mins,
219,arlet_reyes,2023-04-11,1.25.3.741,74,2,5,3,2,1,3,2,1,1,0,0,1,99,0,1,1,1,1,0,2023-04-26 09:14:00,0,  8 mins,
220,maria_palaco,2023-04-11,1.25.45.265,80,1,1,2,2,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,2023-04-26 07:53:00,0, 14 mins,
221,maria_palaco,2023-04-11,1.25.45.83,38,2,2,4,3,1,3,3,3,1,0,0,1,0,1,1,1,1,4,1,2023-04-26 08:45:00,0, 27 mins,
222,maria_palaco,2023-04-11,1.25.22.236,56,1,2,4,2,3,2,3,1,1,0,0,1,1,0,1,1,1,3,0,2023-04-26 10:20:00,0, 27 mins,
223,maria_palaco,2023-04-11,1.25.22.271,47,2,2,5,4,1,3,2,1,1,0,0,1,0,99,0,1,1,3,1,2023-04-26 10:39:00,0, 17 mins,
224,maria_palaco,2023-04-11,1.25.22.143,26,1,2,5,3,2,3,2,1,1,0,0,1,0,1,1,1,1,4,1,2023-04-26 12:28:00,0, 76 mins,
225,junior_vilca,2023-04-11,1.25.18.84,21,2,4,5,2,1,3,2,2,0,0,0,1,0,0,1,1,1,4,1,2023-04-26 08:17:00,0,  5 mins,
226,junior_vilca,2023-04-11,1.25.18.67,70,2,5,5,2,1,3,2,2,1,0,0,1,0,0,1,1,1,2,1,2023-04-26 08:27:00,0,  8 mins,
227,junior_vilca,2023-04-11,1.25.17.24,42,2,2,5,3,2,2,2,2,1,0,0,1,1,0,1,1,1,1,0,2023-04-26 08:56:00,0, 15 mins,
228,junior_vilca,2023-04-11,1.25.21.89,19,1,4,5,1,1,3,2,1,1,0,1,2,0,0,0,1,1,4,0,2023-04-26 10:05:00,0,  7 mins,
229,junior_vilca,2023-04-11,1.25.21.519,42,2,1,4,2,3,3,3,1,1,0,0,1,0,0,0,1,1,4,1,2023-04-26 11:10:00,0,  8 mins,
230,bryan_florez,2023-04-11,1.7.39.348,73,2,2,0,2,3,1,2,2,1,0,1,1,0,0,0,1,0,1,0,2023-04-26 08:13:00,0, 12 mins,
231,bryan_florez,2023-04-11,1.7.39.472,19,1,4,5,2,3,1,3,1,0,0,0,1,0,0,1,1,0,4,0,2023-04-26 09:03:00,0,  6 mins,
232,bryan_florez,2023-04-11,1.7.39.226,43,1,3,5,2,3,3,1,2,1,0,0,1,0,0,1,1,0,3,0,2023-04-26 11:44:00,0,  7 mins,
233,manuel_ysidro,2023-04-11,1.7.40.14,35,1,1,3,1,2,2,3,1,1,0,0,1,0,0,1,0,1,2,0,2023-04-26 09:36:00,0, 10 mins,
234,manuel_ysidro,2023-04-11,1.7.40.36,34,1,2,4,2,1,3,2,2,1,1,1,1,1,0,1,1,1,4,0,2023-04-26 10:11:00,0, 12 mins,
235,manuel_ysidro,2023-04-11,1.7.39.228,33,2,2,4,2,3,3,4,2,1,0,0,1,0,0,1,1,1,4,1,2023-04-26 11:54:00,0,  7 mins,
236,vanessa_rendon,2023-04-11,1.7.27.198,65,1,1,2,2,1,2,1,1,1,0,0,1,0,0,1,1,1,1,0,2023-04-26 08:08:00,0, 36 mins,
237,vanessa_rendon,2023-04-11,1.7.27.199,47,2,3,5,1,2,3,1,1,1,0,0,1,0,0,0,1,1,3,1,2023-04-26 08:48:00,0, 35 mins,
238,vanessa_rendon,2023-04-11,1.7.27.428,45,1,3,3,1,2,3,3,1,1,0,0,1,1,0,1,1,1,1,0,2023-04-26 09:31:00,0, 29 mins,
239,vanessa_rendon,2023-04-11,1.7.27.374,42,1,3,3,1,1,3,2,1,1,0,0,1,0,0,0,1,1,2,0,2023-04-26 10:17:00,0, 33 mins,
240,vanessa_rendon,2023-04-11,1.7.27.313,57,2,3,5,1,3,3,2,1,1,0,0,1,0,0,1,1,1,1,1,2023-04-26 11:16:00,0, 37 mins,
241,vanessa_rendon,2023-04-11,1.7.27.328,28,1,1,4,1,2,3,2,1,1,0,0,1,0,0,1,1,0,4,1,2023-04-26 12:08:00,0, 34 mins,
242,vanessa_rendon,2023-04-11,1.7.28.66,45,2,2,3,1,3,1,1,1,1,0,0,1,0,0,1,1,1,1,0,2023-04-26 12:53:00,0, 28 mins,
243,vanessa_rendon,2023-04-11,1.7.27.650,45,2,2,5,2,1,3,2,2,1,0,0,1,0,0,1,1,1,2,0,2023-04-26 13:45:00,0, 34 mins,
244,lina_mollesaca,2023-04-11,1.25.26.1254,25,1,1,3,1,3,2,2,1,99,0,0,1,0,0,1,1,1,2,0,2023-04-26 07:45:00,0,  4 mins,
245,lina_mollesaca,2023-04-11,1.25.26.123,46,2,2,3,2,3,3,2,1,1,0,0,1,0,0,1,1,1,2,0,2023-04-26 09:49:00,0,  3 mins,
246,lina_mollesaca,2023-04-11,1.25.26.138,22,1,4,5,1,2,3,2,1,1,0,0,1,0,0,99,99,1,2,0,2023-04-26 10:30:00,0,  5 mins,
247,lina_mollesaca,2023-04-11,1.25.26.213,26,1,1,4,2,2,3,2,1,1,0,0,1,0,0,1,1,1,2,1,2023-04-26 10:54:00,0,  4 mins,
248,lina_mollesaca,2023-04-11,1.25.26.400,32,1,2,4,1,2,3,2,1,1,0,0,1,0,0,1,99,1,3,0,2023-04-26 11:31:00,0,  7 mins,
249,lina_mollesaca,2023-04-11,1.25.26.418,79,1,1,2,1,3,3,2,1,1,0,0,1,0,0,99,99,1,1,0,2023-04-26 12:09:00,0,  5 mins,
250,lina_mollesaca,2023-04-11,1.25.26.476,23,1,1,3,2,3,2,2,1,99,0,0,1,0,0,1,1,1,1,0,2023-04-26 12:36:00,0,  4 mins,
251,lina_mollesaca,2023-04-11,1.25.26.508,64,1,1,2,1,2,3,2,1,1,0,0,1,0,0,1,1,1,1,1,2023-04-26 12:57:00,0,  4 mins,
252,zenaida_carhua,2023-04-11,1.25.29.135,71,1,6,1,2,3,3,3,2,1,0,0,1,0,0,0,0,1,1,0,2023-04-26 08:17:00,0, 21 mins,
253,zenaida_carhua,2023-04-11,1.25.29.65,32,1,1,4,3,3,3,4,1,1,0,0,1,0,0,1,1,0,2,0,2023-04-26 08:58:00,0,  9 mins,
254,zenaida_carhua,2023-04-11,1.25.29.63,30,1,1,4,3,2,3,2,1,1,0,0,1,0,0,1,1,1,2,1,2023-04-26 09:16:00,0, 11 mins,
255,zenaida_carhua,2023-04-11,1.25.29.190,50,1,2,5,1,1,3,1,1,1,0,0,1,0,0,1,1,1,2,0,2023-04-26 10:05:00,0, 15 mins,Pregunta 32 y 34 solo dejaría que ingresen si están debidamente identificados
256,zenaida_carhua,2023-04-11,1.25.25.158,66,1,1,2,2,99,3,2,1,1,0,0,1,0,0,1,1,1,1,0,2023-04-26 12:33:00,0, 16 mins,Pregunta 32 y 34 solo dejaría entrar si están debidamente identificados
257,zenaida_carhua,2023-04-11,1.25.25.241,82,2,2,2,1,3,2,2,1,1,0,0,1,0,0,1,1,1,1,0,2023-04-26 13:24:00,0, 15 mins,
258,zenaida_carhua,2023-04-11,1.25.25.20,70,2,2,5,2,2,3,2,1,1,0,0,1,0,0,1,1,1,1,0,2023-04-26 14:01:00,0,  9 mins,
259,rafhaela_manzaneda,2023-04-11,1.11.3.98,29,2,2,5,2,2,3,2,1,99,99,0,1,0,0,1,1,1,4,0,2023-04-26 09:13:00,0, 30 mins,
260,rafhaela_manzaneda,2023-04-11,1.11.5.86,67,1,2,3,2,3,1,1,1,1,0,0,1,0,1,1,1,1,1,0,2023-04-26 10:44:00,0, 34 mins,
261,rafhaela_manzaneda,2023-04-11,1.11.5.99,25,2,2,5,1,3,2,1,1,99,99,0,1,0,1,1,1,1,4,0,2023-04-26 12:24:00,0, 35 mins,
262,rafhaela_manzaneda,2023-04-11,1.11.5.12,40,2,2,4,1,3,3,2,1,99,99,0,1,0,0,0,0,1,2,1,2023-04-26 10:26:00,0,  6 mins,
263,claudia_gonzales,2023-04-11,1.11.3.1035,60,2,2,3,2,2,1,3,2,1,0,0,1,0,1,1,1,1,4,0,2023-04-26 08:33:00,0, 52 mins,
264,claudia_gonzales,2023-04-11,1.11.3.27,58,2,2,2,1,3,1,1,1,99,0,0,1,0,0,1,1,1,2,0,2023-04-26 10:02:00,0, 41 mins,Iglesia evangélica
265,claudia_gonzales,2023-04-11,1.11.5.90,53,2,2,5,1,2,3,1,1,1,0,0,2,0,0,1,1,1,3,0,2023-04-26 11:37:00,0, 33 mins,
266,claudia_gonzales,2023-04-11,1.11.5.172,36,1,2,5,2,1,3,2,1,1,0,0,2,0,0,1,1,1,4,99,2023-04-26 13:12:00,0, 26 mins,
267,claudia_gonzales,2023-04-11,1.11.5.75,40,1,2,4,1,1,3,2,1,99,99,99,1,0,99,0,0,1,2,99,2023-04-26 13:47:00,0, 24 mins,
268,manuel_ysidro,2023-04-12,1.7.39.116,33,1,1,5,3,1,3,1,1,1,0,0,1,0,0,1,1,0,4,0,2023-04-26 07:57:00,0, 28 mins,
269,manuel_ysidro,2023-04-12,1.7.38.57,64,2,2,3,4,2,3,3,2,1,0,0,1,0,0,1,1,0,2,0,2023-04-26 08:10:00,0,  5 mins,
270,manuel_ysidro,2023-04-12,1.7.38.189,18,2,4,4,2,3,1,2,1,0,0,0,1,0,0,0,1,1,4,0,2023-04-26 08:23:00,0,  6 mins,
271,manuel_ysidro,2023-04-12,1.7.37.91,53,2,2,3,3,1,3,2,2,0,0,0,1,0,0,1,1,1,1,0,2023-04-26 08:54:00,0,  5 mins,
272,manuel_ysidro,2023-04-12,1.7.37.121,23,1,4,5,2,1,3,2,1,1,0,0,1,0,0,1,1,1,4,0,2023-04-26 09:13:00,0,  5 mins,
273,manuel_ysidro,2023-04-12,1.7.37.190,43,2,2,5,2,99,3,3,1,1,0,0,1,0,0,1,1,1,3,0,2023-04-26 09:30:00,0,  7 mins,
274,manuel_ysidro,2023-04-12,1.7.38.190A,42,1,1,3,1,99,99,3,2,0,0,0,1,0,0,0,1,1,1,0,2023-04-26 09:50:00,0, 10 mins,
275,lina_mollesaca,2023-04-12,1.25.26.409,32,2,3,4,2,1,3,2,1,1,0,0,1,0,0,1,1,1,3,0,2023-04-26 07:47:00,0,  4 mins,
276,lina_mollesaca,2023-04-12,1.25.26.291,33,1,2,3,1,2,2,3,1,99,0,0,1,0,0,1,99,1,2,0,2023-04-26 09:14:00,0,  4 mins,
277,lina_mollesaca,2023-04-12,1.25.26.561,28,2,2,4,2,3,3,2,1,99,99,0,1,0,0,1,1,0,3,0,2023-04-26 09:59:00,0,  3 mins,
278,lina_mollesaca,2023-04-12,1.25.26.2374,56,1,1,4,2,3,3,2,1,1,0,0,1,0,0,1,1,0,2,0,2023-04-26 11:08:00,0,  6 mins,
279,lina_mollesaca,2023-04-12,1.25.26.880,52,1,1,3,1,3,3,2,1,1,0,0,1,0,0,1,1,1,1,0,2023-04-26 12:13:00,0,  4 mins,
280,zenaida_carhua,2023-04-12,1.25.33.198,78,2,5,5,1,99,99,1,1,1,0,0,1,0,0,1,1,1,1,0,2023-04-26 07:55:00,0, 12 mins,
281,zenaida_carhua,2023-04-12,1.25.31.39,70,2,2,3,1,3,1,3,1,1,0,0,1,0,0,1,1,1,2,1,2023-04-26 09:06:00,0, 10 mins,
282,zenaida_carhua,2023-04-12,1.25.32.124,73,1,1,2,2,3,2,2,1,1,0,0,2,0,0,1,1,0,1,0,2023-04-26 10:19:00,0, 20 mins,
283,zenaida_carhua,2023-04-12,1.25.25.38,36,2,2,5,2,1,3,1,2,1,0,0,1,0,0,1,1,1,3,0,2023-04-26 12:37:00,0, 10 mins,
284,zenaida_carhua,2023-04-12,1.25.25.210,55,1,1,5,1,2,3,2,1,1,0,0,1,0,0,1,1,1,2,0,2023-04-26 12:54:00,0,  9 mins,
285,vanessa_rendon,2023-04-12,1.7.27.354B,61,1,3,5,4,2,3,2,1,1,0,0,2,0,0,1,1,1,4,0,2023-04-26 08:05:00,0, 42 mins,
286,vanessa_rendon,2023-04-12,1.7.27.641,28,2,2,5,1,1,3,2,1,0,0,0,1,0,0,1,1,0,1,0,2023-04-26 08:51:00,0, 33 mins,
287,vanessa_rendon,2023-04-12,1.7.27.320,28,1,2,4,1,3,3,2,1,0,0,0,1,0,0,1,1,1,2,0,2023-04-26 09:45:00,0, 30 mins,
288,vanessa_rendon,2023-04-12,1.7.27.523,19,2,4,4,1,1,2,2,1,1,0,0,1,0,0,0,1,1,3,1,2023-04-26 10:41:00,0, 35 mins,
289,vanessa_rendon,2023-04-12,1.7.4.34,36,1,3,4,2,2,3,2,1,1,0,0,1,0,1,1,1,1,3,0,2023-04-26 11:26:00,0, 34 mins,
290,vanessa_rendon,2023-04-12,1.7.4.46,64,1,2,2,1,3,3,2,2,1,0,0,1,0,0,1,1,1,1,1,2023-04-26 12:14:00,0, 27 mins,
291,vanessa_rendon,2023-04-12,1.7.27.539,68,1,1,2,1,2,3,3,1,1,0,0,1,0,0,0,1,1,1,0,2023-04-26 12:56:00,0, 31 mins,
292,vanessa_rendon,2023-04-12,1.7.27.534,70,2,5,3,1,1,3,3,1,1,0,0,1,0,0,1,1,1,2,0,2023-04-26 13:43:00,0, 32 mins,
293,junior_vilca,2023-04-12,1.13.33.31,45,1,1,3,2,1,3,2,1,1,0,0,2,0,1,0,1,1,1,1,2023-04-26 08:07:00,0,  9 mins,
294,junior_vilca,2023-04-12,1.13.33.13,43,1,1,3,2,2,2,2,2,1,0,0,1,0,0,1,1,1,1,0,2023-04-26 08:55:00,0, 12 mins,
295,junior_vilca,2023-04-12,1.13.28.45,36,2,1,3,2,1,3,2,2,1,0,0,1,0,0,1,1,1,1,0,2023-04-26 09:57:00,0, 11 mins,
296,junior_vilca,2023-04-12,1.13.28.34,34,2,2,4,2,1,3,2,2,1,0,0,1,0,0,1,1,1,3,0,2023-04-26 10:25:00,0,  4 mins,
297,junior_vilca,2023-04-12,1.13.29.108,58,2,6,3,2,3,2,3,2,1,0,0,1,0,0,0,0,1,1,0,2023-04-26 10:49:00,0,  6 mins,
298,junior_vilca,2023-04-12,1.13.29.182,39,2,2,3,2,1,3,3,3,1,0,0,1,0,0,1,1,1,3,0,2023-04-26 11:13:00,0,  6 mins,
299,maria_palaco,2023-04-12,1.13.34.57,23,2,4,3,1,4,3,2,2,1,0,0,1,99,1,1,1,1,4,1,2023-04-26 08:36:00,0, 13 mins,
300,maria_palaco,2023-04-12,1.13.41.31,29,1,1,3,1,99,99,1,1,1,0,0,1,0,0,1,1,1,2,0,2023-04-26 08:48:00,0,  8 mins,
301,maria_palaco,2023-04-12,1.13.41.44,24,2,2,4,1,99,99,1,1,99,0,0,1,0,0,99,99,1,2,0,2023-04-26 09:38:00,0, 49 mins,
302,maria_palaco,2023-04-12,1.13.36.126,60,2,2,3,1,3,2,2,1,1,0,0,1,0,0,99,99,1,3,0,2023-04-26 10:01:00,0, 23 mins,
303,maria_palaco,2023-04-12,1.13.37.53,52,1,2,2,1,3,2,2,2,99,0,0,1,0,0,1,1,1,3,0,2023-04-26 10:50:00,0, 39 mins,
304,maria_palaco,2023-04-12,1.13.36.67,52,1,1,3,1,1,3,2,1,1,0,0,1,1,0,1,1,1,2,0,2023-04-26 13:48:00,0,178 mins,
305,claudia_gonzales,2023-04-12,1.11.9.497,65,2,2,5,1,99,99,1,1,99,99,99,1,99,99,0,99,1,1,99,2023-04-26 09:12:00,0, 38 mins,
306,claudia_gonzales,2023-04-12,1.11.9.44,47,1,2,3,1,99,99,3,1,1,99,99,1,99,0,0,0,0,2,0,2023-04-26 10:55:00,0, 38 mins,
307,claudia_gonzales,2023-04-12,1.11.8.53,38,2,3,5,2,2,3,1,1,1,0,0,1,99,1,1,99,1,3,0,2023-04-26 12:42:00,0, 33 mins,
308,claudia_gonzales,2023-04-12,1.11.6.73,49,1,1,3,1,3,3,1,1,1,0,0,1,0,0,1,1,1,2,0,2023-04-26 13:42:00,0, 19 mins,
309,rafhaela_manzaneda,2023-04-12,1.11.9.433,32,1,2,5,2,3,3,2,1,1,0,0,1,0,99,1,1,1,4,0,2023-04-26 08:21:00,0, 39 mins,
310,rafhaela_manzaneda,2023-04-12,1.11.9.251,55,1,2,4,1,99,99,2,1,99,0,0,1,0,1,1,1,0,2,0,2023-04-26 09:59:00,0, 35 mins,
311,rafhaela_manzaneda,2023-04-12,1.11.8.82,45,2,3,6,2,2,2,1,1,1,0,0,1,0,0,1,1,1,3,0,2023-04-26 11:54:00,0, 42 mins,
312,rafhaela_manzaneda,2023-04-12,1.11.7.37,52,2,3,5,1,1,3,1,1,1,0,0,1,0,1,1,1,1,2,1,2023-04-26 13:20:00,0, 25 mins,
313,roger_quispe,2023-04-12,1.1.2.513,64,1,1,2,1,3,1,1,1,1,0,0,1,0,0,1,1,1,1,0,2023-04-26 07:59:00,0, 13 mins,
314,roger_quispe,2023-04-12,1.1.2.658,54,2,2,3,1,2,3,2,1,1,0,0,1,0,0,1,1,1,2,0,2023-04-26 08:23:00,0, 12 mins,
315,roger_quispe,2023-04-12,1.1.2.746,45,1,2,3,2,2,3,2,1,1,0,0,1,0,0,1,1,1,4,1,2023-04-26 08:50:00,0, 11 mins,
316,roger_quispe,2023-04-12,1.1.3.773,49,1,1,3,1,1,3,2,1,1,0,0,1,0,0,1,1,1,1,0,2023-04-26 09:53:00,0, 11 mins,
317,roger_quispe,2023-04-12,1.1.3.58,72,1,1,3,3,2,2,3,1,1,0,0,1,0,0,1,1,1,2,0,2023-04-26 11:26:00,0, 14 mins,
318,roger_quispe,2023-04-12,1.1.2.396,40,1,1,3,1,2,2,1,1,1,0,0,1,0,0,1,1,1,1,0,2023-04-26 12:53:00,0, 17 mins,
319,roger_quispe,2023-04-12,1.1.2.153,18,2,4,3,2,2,3,2,1,1,0,0,1,0,0,1,1,1,2,0,2023-04-26 13:38:00,0, 17 mins,
320,arlet_reyes,2023-04-12,1.10.28.419,37,1,1,3,1,2,3,2,1,1,0,0,1,0,0,1,1,0,2,1,2023-04-26 08:47:00,0,  5 mins,
321,arlet_reyes,2023-04-12,1.10.26.218,67,2,6,4,2,2,3,4,2,1,0,0,1,0,1,1,1,1,2,0,2023-04-26 10:47:00,0,  5 mins,
322,arlet_reyes,2023-04-12,1.10.26.202,55,1,3,4,1,2,1,3,1,1,0,0,1,0,0,1,1,1,1,0,2023-04-26 11:32:00,0,  6 mins,
323,arlet_reyes,2023-04-12,1.10.26.236,47,1,1,3,1,2,3,2,1,1,99,0,1,0,0,1,1,1,2,1,2023-04-26 12:11:00,0, 29 mins,
324,marjorie_llerena,2023-04-12,1.10.28.495,40,2,2,4,2,2,3,2,1,1,0,0,1,0,0,1,1,1,2,1,2023-04-26 09:18:00,0, 15 mins,
325,marjorie_llerena,2023-04-12,1.10.30.112,40,2,2,4,2,2,2,2,1,1,0,0,1,0,0,1,1,1,4,0,2023-04-26 10:54:00,0, 96 mins,
